#CHROM	FROM	TO	EBR
MTB_anc	1880389	1880390	1
MTB_anc	1880390	1880392	0.97
MTB_anc	1880392	1881159	1
MTB_anc	1881159	1881182	0.97
MTB_anc	1881182	1881507	1
MTB_anc	1881507	1881654	0.97
MTB_anc	1881654	1881659	1
MTB_anc	1881659	1881660	0.97
MTB_anc	1881660	1882831	1
MTB_anc	1882831	1882832	0.97
MTB_anc	1882832	1882999	1
MTB_anc	1882999	1883019	0.97
MTB_anc	1883019	1889425	1
MTB_anc	1889425	1889426	0.97
MTB_anc	1889426	1889438	0.94
MTB_anc	1889438	1889449	0.92
MTB_anc	1889449	1889489	0.94
MTB_anc	1889489	1889512	0.97
MTB_anc	1889512	1889661	1
MTB_anc	1889661	1890074	0.97
MTB_anc	1890074	1890081	0.94
MTB_anc	1890081	1890161	0.97
MTB_anc	1890161	1891660	1
MTB_anc	1891660	1891669	0.97
MTB_anc	1891669	1895353	1
MTB_anc	1895353	1895410	0.64
MTB_anc	1895410	1895421	0.72
MTB_anc	1895421	1895447	0.75
MTB_anc	1895447	1895455	0.72
MTB_anc	1895455	1895460	0.75
MTB_anc	1895460	1895462	0.72
MTB_anc	1895462	1895464	0.69
MTB_anc	1895464	1895467	0.72
MTB_anc	1895467	1895470	0.83
MTB_anc	1895470	1895473	0.81
MTB_anc	1895473	1895477	0.83
MTB_anc	1895477	1895478	0.81
MTB_anc	1895478	1895480	0.78
MTB_anc	1895480	1895484	0.81
MTB_anc	1895484	1895487	0.83
MTB_anc	1895487	1895488	0.86
MTB_anc	1895488	1895499	0.89
MTB_anc	1895499	1895505	0.92
MTB_anc	1895505	1895507	0.94
MTB_anc	1895507	1895524	0.97
MTB_anc	1895524	1895592	0.92
MTB_anc	1895592	1895760	0.97
MTB_anc	1895760	1896035	1
MTB_anc	1896035	1896051	0.97
MTB_anc	1896051	1896865	1
MTB_anc	1896865	1899351	0.97
MTB_anc	1899351	1902906	1
MTB_anc	1902906	1902909	0.97
MTB_anc	1902909	1905078	1
MTB_anc	1905078	1905102	0.97
MTB_anc	1905102	1910533	1
MTB_anc	1910533	1910538	0.97
MTB_anc	1910538	1910546	0.94
MTB_anc	1910546	1910552	0.97
MTB_anc	1910552	1910555	1
MTB_anc	1910555	1910572	0.97
MTB_anc	1910572	1914959	1
MTB_anc	1914959	1914971	0.92
MTB_anc	1914971	1914984	0.89
MTB_anc	1914984	1914985	0.83
MTB_anc	1914985	1914986	0.86
MTB_anc	1914986	1914987	0.83
MTB_anc	1914987	1914988	0.92
MTB_anc	1914988	1914991	0.83
MTB_anc	1914991	1914996	0.89
MTB_anc	1914996	1914999	0.92
MTB_anc	1914999	1915000	0.89
MTB_anc	1915000	1915004	0.92
MTB_anc	1915004	1915005	0.94
MTB_anc	1915005	1915019	0.97
MTB_anc	1915019	1915025	0.94
MTB_anc	1915025	1915080	0.97
MTB_anc	1915080	1915134	1
MTB_anc	1915134	1915141	0.97
MTB_anc	1915141	1917239	1
MTB_anc	1917239	1917247	0.97
MTB_anc	1917247	1917248	1
MTB_anc	1917248	1917260	0.97
MTB_anc	1917260	1917634	1
MTB_anc	1917634	1917654	0.97
MTB_anc	1917654	1917983	1
MTB_anc	1917983	1917984	0.97
MTB_anc	1917984	1918478	1
MTB_anc	1918478	1918479	0.97
MTB_anc	1918479	1923536	1
MTB_anc	1923536	1923538	0.97
MTB_anc	1923538	1928846	1
MTB_anc	1928846	1928852	0.97
MTB_anc	1928852	1928854	1
MTB_anc	1928854	1928890	0.97
MTB_anc	1928890	1930864	1
MTB_anc	1930864	1930867	0.97
MTB_anc	1930867	1930871	1
MTB_anc	1930871	1930875	0.97
MTB_anc	1930875	1931811	1
MTB_anc	1931811	1931836	0.97
MTB_anc	1931836	1934668	1
MTB_anc	1934668	1934673	0.97
MTB_anc	1934673	1941994	1
MTB_anc	1941994	1942023	0.97
MTB_anc	1942023	1952948	1
MTB_anc	1952948	1952952	0.97
MTB_anc	1952952	1952954	1
MTB_anc	1952954	1952964	0.97
MTB_anc	1952964	1955582	1
MTB_anc	1955582	1955616	0.89
MTB_anc	1955616	1955638	1
MTB_anc	1955638	1955639	0.94
MTB_anc	1955639	1955673	0.89
MTB_anc	1955673	1960257	1
MTB_anc	1960257	1960285	0.97
MTB_anc	1960285	1961301	1
MTB_anc	1961301	1961304	0.97
MTB_anc	1961304	1964363	1
MTB_anc	1964363	1964393	0.97
MTB_anc	1964393	1970476	1
MTB_anc	1970476	1970479	0.97
MTB_anc	1970479	1970487	1
MTB_anc	1970487	1970489	0.97
MTB_anc	1970489	1971217	1
MTB_anc	1971217	1971228	0.97
MTB_anc	1971228	1978869	1
MTB_anc	1978869	1978879	0.97
MTB_anc	1978879	1982004	1
MTB_anc	1982004	1982027	0.97
MTB_anc	1982027	1982029	0.94
MTB_anc	1982029	1982035	0.86
MTB_anc	1982035	1982038	0.83
MTB_anc	1982038	1982039	0.81
MTB_anc	1982039	1982040	0.75
MTB_anc	1982040	1982044	0.67
MTB_anc	1982044	1982045	0.64
MTB_anc	1982045	1982046	0.61
MTB_anc	1982046	1982048	0.58
MTB_anc	1982048	1982053	0.61
MTB_anc	1982053	1982055	0.58
MTB_anc	1982055	1982063	0.56
MTB_anc	1982063	1982064	0.53
MTB_anc	1982064	1982065	0.36
MTB_anc	1982065	1982067	0.53
MTB_anc	1982067	1982068	0.36
MTB_anc	1982068	1982069	0.47
MTB_anc	1982069	1982073	0.44
MTB_anc	1982073	1982140	0.42
MTB_anc	1982140	1982144	0.44
MTB_anc	1982144	1982152	0.47
MTB_anc	1982152	1982153	0.5
MTB_anc	1982153	1982154	0.56
MTB_anc	1982154	1982155	0.58
MTB_anc	1982155	1982161	0.69
MTB_anc	1982161	1982163	0.72
MTB_anc	1982163	1982164	0.75
MTB_anc	1982164	1982168	0.81
MTB_anc	1982168	1982178	0.83
MTB_anc	1982178	1982179	0.89
MTB_anc	1982179	1982185	0.86
MTB_anc	1982185	1982190	0.89
MTB_anc	1982190	1982211	0.86
MTB_anc	1982211	1982212	0.83
MTB_anc	1982212	1982218	0.86
MTB_anc	1982218	1982226	0.89
MTB_anc	1982226	1982238	0.94
MTB_anc	1982238	1982242	0.97
MTB_anc	1982242	1982243	0.94
MTB_anc	1982243	1982253	0.97
MTB_anc	1982253	1982265	1
MTB_anc	1982265	1982295	0.97
MTB_anc	1982295	1982296	0.94
MTB_anc	1982296	1982323	0.97
MTB_anc	1982323	1982325	1
MTB_anc	1982325	1982341	0.97
MTB_anc	1982341	1982346	1
MTB_anc	1982346	1982347	0.94
MTB_anc	1982347	1982460	1
MTB_anc	1982460	1982472	0.97
MTB_anc	1982472	1982902	1
MTB_anc	1982902	1982921	0.97
MTB_anc	1982921	1982929	0.94
MTB_anc	1982929	1982936	0.97
MTB_anc	1982936	1982958	0.94
MTB_anc	1982958	1982959	0.97
MTB_anc	1982959	1982962	0.92
MTB_anc	1982962	1982963	0.89
MTB_anc	1982963	1982965	0.92
MTB_anc	1982965	1982967	0.75
MTB_anc	1982967	1982968	0.72
MTB_anc	1982968	1982970	0.75
MTB_anc	1982970	1982972	0.72
MTB_anc	1982972	1982975	0.69
MTB_anc	1982975	1982977	0.72
MTB_anc	1982977	1982979	0.69
MTB_anc	1982979	1982980	0.83
MTB_anc	1982980	1982987	0.78
MTB_anc	1982987	1982988	0.75
MTB_anc	1982988	1982997	0.78
MTB_anc	1982997	1983001	0.72
MTB_anc	1983001	1983020	0.69
MTB_anc	1983020	1983028	0.72
MTB_anc	1983028	1983037	0.69
MTB_anc	1983037	1983042	0.72
MTB_anc	1983042	1983043	0.69
MTB_anc	1983043	1983057	0.72
MTB_anc	1983057	1983058	0.67
MTB_anc	1983058	1983079	0.72
MTB_anc	1983079	1983080	0.69
MTB_anc	1983080	1983083	0.72
MTB_anc	1983083	1983084	0.69
MTB_anc	1983084	1983096	0.75
MTB_anc	1983096	1983097	0.72
MTB_anc	1983097	1983099	0.75
MTB_anc	1983099	1983100	0.72
MTB_anc	1983100	1983117	0.75
MTB_anc	1983117	1983118	0.69
MTB_anc	1983118	1983120	0.75
MTB_anc	1983120	1983121	0.67
MTB_anc	1983121	1983133	0.75
MTB_anc	1983133	1983135	0.78
MTB_anc	1983135	1983136	0.69
MTB_anc	1983136	1983157	0.78
MTB_anc	1983157	1983158	0.75
MTB_anc	1983158	1983161	0.78
MTB_anc	1983161	1983162	0.72
MTB_anc	1983162	1983163	0.81
MTB_anc	1983163	1983166	0.78
MTB_anc	1983166	1983167	0.69
MTB_anc	1983167	1983170	0.67
MTB_anc	1983170	1983171	0.64
MTB_anc	1983171	1983172	0.61
MTB_anc	1983172	1983175	0.58
MTB_anc	1983175	1983181	0.56
MTB_anc	1983181	1983185	0.58
MTB_anc	1983185	1983195	0.56
MTB_anc	1983195	1983196	0.39
MTB_anc	1983196	1983197	0.56
MTB_anc	1983197	1983198	0.58
MTB_anc	1983198	1983199	0.42
MTB_anc	1983199	1983201	0.47
MTB_anc	1983201	1983202	0.5
MTB_anc	1983202	1983205	0.53
MTB_anc	1983205	1983209	0.56
MTB_anc	1983209	1983213	0.58
MTB_anc	1983213	1983214	0.5
MTB_anc	1983214	1983215	0.58
MTB_anc	1983215	1983216	0.61
MTB_anc	1983216	1983219	0.64
MTB_anc	1983219	1983220	0.67
MTB_anc	1983220	1983223	0.69
MTB_anc	1983223	1983235	0.72
MTB_anc	1983235	1983236	0.69
MTB_anc	1983236	1983239	0.72
MTB_anc	1983239	1983240	0.69
MTB_anc	1983240	1983252	0.72
MTB_anc	1983252	1983253	0.69
MTB_anc	1983253	1983273	0.72
MTB_anc	1983273	1983274	0.69
MTB_anc	1983274	1983276	0.72
MTB_anc	1983276	1983277	0.69
MTB_anc	1983277	1983291	0.72
MTB_anc	1983291	1983314	0.89
MTB_anc	1983314	1983318	1
MTB_anc	1983318	1983326	0.97
MTB_anc	1983326	1984205	1
MTB_anc	1984205	1984211	0.97
MTB_anc	1984211	1985119	1
MTB_anc	1985119	1985127	0.97
MTB_anc	1985127	1987008	1
MTB_anc	1987008	1987084	0.97
MTB_anc	1987084	1987086	0.94
MTB_anc	1987086	1987258	0.97
MTB_anc	1987258	1987460	0.94
MTB_anc	1987460	1987547	0.97
MTB_anc	1987547	1987548	0.94
MTB_anc	1987548	1987614	0.97
MTB_anc	1987614	1987702	0.94
MTB_anc	1987702	1987703	0.85
MTB_anc	1987703	1989058	-1
MTB_anc	1989058	1989059	0.92
MTB_anc	1989059	1989060	0.96
MTB_anc	1989060	1989064	0.97
MTB_anc	1989064	1989870	0.97
MTB_anc	1989870	1989886	0.94
MTB_anc	1989886	1989898	0.91
MTB_anc	1989898	1989902	0.94
MTB_anc	1989902	1989903	0.91
MTB_anc	1989903	1989910	0.94
MTB_anc	1989910	1989918	0.97
MTB_anc	1989918	1989921	0.94
MTB_anc	1989921	1989971	0.97
MTB_anc	1989971	1989978	0.94
MTB_anc	1989978	1989983	0.91
MTB_anc	1989983	1989988	0.89
MTB_anc	1989988	1990009	0.86
MTB_anc	1990009	1990094	0.89
MTB_anc	1990094	1990101	0.91
MTB_anc	1990101	1990110	0.94
MTB_anc	1990110	1990115	0.89
MTB_anc	1990115	1990151	0.94
MTB_anc	1990151	1990168	0.91
MTB_anc	1990168	1990181	0.94
MTB_anc	1990181	1990184	0.91
MTB_anc	1990184	1990198	0.94
MTB_anc	1990198	1990201	0.91
MTB_anc	1990201	1990218	0.94
MTB_anc	1990218	1990260	0.97
MTB_anc	1990260	1990264	0.94
MTB_anc	1990264	1990279	0.91
MTB_anc	1990279	1990303	0.94
MTB_anc	1990303	1990323	0.91
MTB_anc	1990323	1990335	0.89
MTB_anc	1990335	1990340	0.86
MTB_anc	1990340	1990347	0.83
MTB_anc	1990347	1990360	0.8
MTB_anc	1990360	1990361	0.77
MTB_anc	1990361	1990395	0.74
MTB_anc	1990395	1990414	0.71
MTB_anc	1990414	1990428	0.74
MTB_anc	1990428	1990432	0.77
MTB_anc	1990432	1990447	0.8
MTB_anc	1990447	1990458	0.77
MTB_anc	1990458	1990470	0.74
MTB_anc	1990470	1990487	0.71
MTB_anc	1990487	1990496	0.69
MTB_anc	1990496	1990505	0.71
MTB_anc	1990505	1990512	0.69
MTB_anc	1990512	1990522	0.71
MTB_anc	1990522	1990526	0.74
MTB_anc	1990526	1990528	0.77
MTB_anc	1990528	1990529	0.74
MTB_anc	1990529	1990530	0.77
MTB_anc	1990530	1990531	0.74
MTB_anc	1990531	1990534	0.77
MTB_anc	1990534	1990536	0.71
MTB_anc	1990536	1990538	0.77
MTB_anc	1990538	1990540	0.8
MTB_anc	1990540	1990564	0.83
MTB_anc	1990564	1990659	0.86
MTB_anc	1990659	1990809	0.89
MTB_anc	1990809	1990821	0.86
MTB_anc	1990821	1990824	0.89
MTB_anc	1990824	1990832	0.91
MTB_anc	1990832	1990850	0.94
MTB_anc	1990850	1990893	0.97
MTB_anc	1990893	1990905	0.94
MTB_anc	1990905	1991100	0.97
MTB_anc	1991100	1991142	0.94
MTB_anc	1991142	1991182	0.91
MTB_anc	1991182	1991187	0.89
MTB_anc	1991187	1991229	0.86
MTB_anc	1991229	1991238	0.83
MTB_anc	1991238	1991246	0.8
MTB_anc	1991246	1991253	0.77
MTB_anc	1991253	1991254	0.74
MTB_anc	1991254	1991266	0.71
MTB_anc	1991266	1991288	0.69
MTB_anc	1991288	1991291	0.71
MTB_anc	1991291	1991293	0.69
MTB_anc	1991293	1991381	0.71
MTB_anc	1991381	1991391	0.74
MTB_anc	1991391	1991392	0.8
MTB_anc	1991392	1991420	0.86
MTB_anc	1991420	1991433	0.89
MTB_anc	1991433	1991443	0.91
MTB_anc	1991443	1991529	0.94
MTB_anc	1991529	1991530	0.91
MTB_anc	1991530	1991540	0.94
MTB_anc	1991540	1991570	0.91
MTB_anc	1991570	1991572	0.89
MTB_anc	1991572	1991585	0.86
MTB_anc	1991585	1991586	0.83
MTB_anc	1991586	1991590	0.8
MTB_anc	1991590	1991595	0.74
MTB_anc	1991595	1991604	0.71
MTB_anc	1991604	1991614	0.69
MTB_anc	1991614	1991618	0.66
MTB_anc	1991618	1991683	0.69
MTB_anc	1991683	1991687	0.66
MTB_anc	1991687	1991695	0.69
MTB_anc	1991695	1991700	0.66
MTB_anc	1991700	1991714	0.63
MTB_anc	1991714	1991716	0.66
MTB_anc	1991716	1991721	0.63
MTB_anc	1991721	1991743	0.6
MTB_anc	1991743	1991745	0.63
MTB_anc	1991745	1991762	0.6
MTB_anc	1991762	1991768	0.66
MTB_anc	1991768	1991779	0.69
MTB_anc	1991779	1991781	0.74
MTB_anc	1991781	1991784	0.77
MTB_anc	1991784	1991785	0.8
MTB_anc	1991785	1991880	0.83
MTB_anc	1991880	1991970	0.89
MTB_anc	1991970	1991985	0.86
MTB_anc	1991985	1992030	0.89
MTB_anc	1992030	1992037	0.91
MTB_anc	1992037	1992040	0.94
MTB_anc	1992040	1992044	0.91
MTB_anc	1992044	1992052	0.94
MTB_anc	1992052	1992056	0.91
MTB_anc	1992056	1992059	0.89
MTB_anc	1992059	1992071	0.91
MTB_anc	1992071	1992072	0.94
MTB_anc	1992072	1992078	0.97
MTB_anc	1992078	1992079	0.94
MTB_anc	1992079	1992080	0.97
MTB_anc	1992080	1992096	0.94
MTB_anc	1992096	1992464	0.97
MTB_anc	1992464	1992526	0.94
MTB_anc	1992526	1996099	0.97
MTB_anc	1996099	1996100	0.97
MTB_anc	1996100	1996101	0.97
MTB_anc	1996101	1997453	-1
MTB_anc	1997453	1997456	0.3
MTB_anc	1997456	1997457	0.37
MTB_anc	1997457	1997458	0.39
MTB_anc	1997458	1997462	0.41
MTB_anc	1997462	1997560	0.44
MTB_anc	1997560	1997561	0.47
MTB_anc	1997561	1998244	0.44
MTB_anc	1998244	1998255	0.47
MTB_anc	1998255	1998264	0.5
MTB_anc	1998264	1998278	0.47
MTB_anc	1998278	1998279	0.5
MTB_anc	1998279	1998332	0.53
MTB_anc	1998332	1998341	0.56
MTB_anc	1998341	1998342	0.53
MTB_anc	1998342	1998343	0.56
MTB_anc	1998343	1998344	0.59
MTB_anc	1998344	1998346	0.62
MTB_anc	1998346	1998347	0.65
MTB_anc	1998347	1998350	0.62
MTB_anc	1998350	1998351	0.65
MTB_anc	1998351	1998354	0.68
MTB_anc	1998354	1998361	0.71
MTB_anc	1998361	1998362	0.74
MTB_anc	1998362	1998363	0.76
MTB_anc	1998363	1998368	0.74
MTB_anc	1998368	1998372	0.79
MTB_anc	1998372	1998377	0.76
MTB_anc	1998377	1998381	0.79
MTB_anc	1998381	1998388	0.82
MTB_anc	1998388	1998399	0.85
MTB_anc	1998399	1998406	0.82
MTB_anc	1998406	1998416	0.85
MTB_anc	1998416	1998421	0.91
MTB_anc	1998421	1998466	0.94
MTB_anc	1998466	1998658	0.97
MTB_anc	1998658	1998679	0.97
MTB_anc	1998679	1998685	0.97
MTB_anc	1998685	1998849	1
MTB_anc	1998849	1998864	0.97
MTB_anc	1998864	2001126	1
MTB_anc	2001126	2001132	0.97
MTB_anc	2001132	2001200	1
MTB_anc	2001200	2001201	0.97
MTB_anc	2001201	2001202	0.94
MTB_anc	2001202	2001206	0.92
MTB_anc	2001206	2001211	0.89
MTB_anc	2001211	2001216	0.86
MTB_anc	2001216	2001219	0.83
MTB_anc	2001219	2001225	0.81
MTB_anc	2001225	2001228	0.78
MTB_anc	2001228	2001238	0.72
MTB_anc	2001238	2001244	0.69
MTB_anc	2001244	2001247	0.67
MTB_anc	2001247	2001248	0.64
MTB_anc	2001248	2001249	0.67
MTB_anc	2001249	2001262	0.64
MTB_anc	2001262	2001271	0.67
MTB_anc	2001271	2001282	0.69
MTB_anc	2001282	2001285	0.72
MTB_anc	2001285	2001286	0.69
MTB_anc	2001286	2001296	0.67
MTB_anc	2001296	2001299	0.64
MTB_anc	2001299	2001308	0.67
MTB_anc	2001308	2001309	0.64
MTB_anc	2001309	2001334	0.67
MTB_anc	2001334	2001352	0.64
MTB_anc	2001352	2001363	0.67
MTB_anc	2001363	2001407	0.69
MTB_anc	2001407	2001444	0.67
MTB_anc	2001444	2001448	0.64
MTB_anc	2001448	2001467	0.67
MTB_anc	2001467	2001468	0.69
MTB_anc	2001468	2001480	0.72
MTB_anc	2001480	2001512	0.75
MTB_anc	2001512	2001515	0.78
MTB_anc	2001515	2001519	0.75
MTB_anc	2001519	2001537	0.72
MTB_anc	2001537	2001549	0.69
MTB_anc	2001549	2001552	0.67
MTB_anc	2001552	2001565	0.64
MTB_anc	2001565	2001582	0.67
MTB_anc	2001582	2001583	0.64
MTB_anc	2001583	2001588	0.67
MTB_anc	2001588	2001590	0.64
MTB_anc	2001590	2001593	0.67
MTB_anc	2001593	2001594	0.69
MTB_anc	2001594	2001602	0.72
MTB_anc	2001602	2001615	0.69
MTB_anc	2001615	2001620	0.67
MTB_anc	2001620	2001623	0.69
MTB_anc	2001623	2001628	0.67
MTB_anc	2001628	2001678	0.69
MTB_anc	2001678	2001687	0.86
MTB_anc	2001687	2001688	0.78
MTB_anc	2001688	2001692	0.86
MTB_anc	2001692	2001693	0.78
MTB_anc	2001693	2001697	0.86
MTB_anc	2001697	2001709	0.89
MTB_anc	2001709	2001711	0.86
MTB_anc	2001711	2001717	0.89
MTB_anc	2001717	2001718	0.92
MTB_anc	2001718	2001727	0.94
MTB_anc	2001727	2001755	0.97
MTB_anc	2001755	2001808	1
MTB_anc	2001808	2001826	0.97
MTB_anc	2001826	2001909	1
MTB_anc	2001909	2001920	0.97
MTB_anc	2001920	2001927	1
MTB_anc	2001927	2001937	0.97
MTB_anc	2001937	2002013	1
MTB_anc	2002013	2002015	0.97
MTB_anc	2002015	2002030	0.94
MTB_anc	2002030	2002037	0.89
MTB_anc	2002037	2002044	0.97
MTB_anc	2002044	2002045	0.94
MTB_anc	2002045	2002061	0.97
MTB_anc	2002061	2002071	0.94
MTB_anc	2002071	2002112	0.97
MTB_anc	2002112	2002117	0.94
MTB_anc	2002117	2002125	0.97
MTB_anc	2002125	2002126	0.94
MTB_anc	2002126	2002135	0.89
MTB_anc	2002135	2002137	0.86
MTB_anc	2002137	2002141	0.83
MTB_anc	2002141	2002186	0.81
MTB_anc	2002186	2002187	0.75
MTB_anc	2002187	2002188	0.78
MTB_anc	2002188	2002194	0.81
MTB_anc	2002194	2002198	0.78
MTB_anc	2002198	2002203	0.81
MTB_anc	2002203	2002205	0.75
MTB_anc	2002205	2002206	0.69
MTB_anc	2002206	2002208	0.72
MTB_anc	2002208	2002209	0.81
MTB_anc	2002209	2002211	0.78
MTB_anc	2002211	2002213	0.75
MTB_anc	2002213	2002220	0.78
MTB_anc	2002220	2002239	0.75
MTB_anc	2002239	2002262	0.78
MTB_anc	2002262	2002315	0.81
MTB_anc	2002315	2002316	0.83
MTB_anc	2002316	2002319	0.86
MTB_anc	2002319	2002329	0.89
MTB_anc	2002329	2002334	0.92
MTB_anc	2002334	2002343	0.97
MTB_anc	2002343	2002371	1
MTB_anc	2002371	2002403	0.97
MTB_anc	2002403	2002406	0.94
MTB_anc	2002406	2002407	0.86
MTB_anc	2002407	2002409	0.92
MTB_anc	2002409	2002410	0.94
MTB_anc	2002410	2002413	0.92
MTB_anc	2002413	2002419	0.94
MTB_anc	2002419	2002430	0.97
MTB_anc	2002430	2009472	1
MTB_anc	2009472	2009487	0.97
MTB_anc	2009487	2010472	1
MTB_anc	2010472	2010473	0.97
MTB_anc	2010473	2012093	1
MTB_anc	2012093	2012096	0.97
MTB_anc	2012096	2012101	0.94
MTB_anc	2012101	2012113	0.92
MTB_anc	2012113	2012118	0.94
MTB_anc	2012118	2015420	1
MTB_anc	2015420	2015423	0.97
MTB_anc	2015423	2017097	1
MTB_anc	2017097	2017098	0.97
MTB_anc	2017098	2023191	1
MTB_anc	2023191	2023195	0.97
MTB_anc	2023195	2025462	1
MTB_anc	2025462	2025485	0.97
MTB_anc	2025485	2025499	0.94
MTB_anc	2025499	2025512	0.92
MTB_anc	2025512	2025513	0.94
MTB_anc	2025513	2025543	0.92
MTB_anc	2025543	2025545	0.94
MTB_anc	2025545	2025551	0.97
MTB_anc	2025551	2025561	0.94
MTB_anc	2025561	2025568	0.92
MTB_anc	2025568	2025586	0.89
MTB_anc	2025586	2025588	0.92
MTB_anc	2025588	2025613	0.89
MTB_anc	2025613	2025616	0.92
MTB_anc	2025616	2025625	0.89
MTB_anc	2025625	2025629	0.86
MTB_anc	2025629	2025652	0.89
MTB_anc	2025652	2025656	0.86
MTB_anc	2025656	2025663	0.89
MTB_anc	2025663	2025664	0.86
MTB_anc	2025664	2025665	0.83
MTB_anc	2025665	2025668	0.86
MTB_anc	2025668	2025672	0.83
MTB_anc	2025672	2025681	0.86
MTB_anc	2025681	2025684	0.81
MTB_anc	2025684	2025688	0.78
MTB_anc	2025688	2025699	0.81
MTB_anc	2025699	2025703	0.78
MTB_anc	2025703	2025706	0.81
MTB_anc	2025706	2025729	0.83
MTB_anc	2025729	2025731	0.81
MTB_anc	2025731	2025734	0.83
MTB_anc	2025734	2025747	0.86
MTB_anc	2025747	2025750	0.83
MTB_anc	2025750	2025753	0.81
MTB_anc	2025753	2025821	0.83
MTB_anc	2025821	2025848	0.81
MTB_anc	2025848	2025893	1
MTB_anc	2025893	2026002	0.81
MTB_anc	2026002	2026004	0.78
MTB_anc	2026004	2026013	0.81
MTB_anc	2026013	2026038	0.78
MTB_anc	2026038	2026051	0.81
MTB_anc	2026051	2026052	0.83
MTB_anc	2026052	2026164	0.86
MTB_anc	2026164	2026588	1
MTB_anc	2026588	2026631	0.97
MTB_anc	2026631	2027084	1
MTB_anc	2027084	2027086	0.97
MTB_anc	2027086	2027728	1
MTB_anc	2027728	2027730	0.97
MTB_anc	2027730	2027733	1
MTB_anc	2027733	2027735	0.97
MTB_anc	2027735	2027984	1
MTB_anc	2027984	2027990	0.97
MTB_anc	2027990	2028426	1
MTB_anc	2028426	2028583	0.86
MTB_anc	2028583	2028637	0.83
MTB_anc	2028637	2028668	0.81
MTB_anc	2028668	2028682	0.78
MTB_anc	2028682	2028685	0.81
MTB_anc	2028685	2028694	0.78
MTB_anc	2028694	2028725	0.81
MTB_anc	2028725	2028777	0.83
MTB_anc	2028777	2028783	0.81
MTB_anc	2028783	2028786	0.83
MTB_anc	2028786	2028809	0.86
MTB_anc	2028809	2028813	0.83
MTB_anc	2028813	2028841	0.86
MTB_anc	2028841	2028851	0.83
MTB_anc	2028851	2028972	0.86
MTB_anc	2028972	2030581	1
MTB_anc	2030581	2030634	0.97
MTB_anc	2030634	2030721	1
MTB_anc	2030721	2030776	0.97
MTB_anc	2030776	2030848	1
MTB_anc	2030848	2030849	0.97
MTB_anc	2030849	2031250	1
MTB_anc	2031250	2031259	0.97
MTB_anc	2031259	2031272	1
MTB_anc	2031272	2031274	0.97
MTB_anc	2031274	2033168	1
MTB_anc	2033168	2033175	0.97
MTB_anc	2033175	2034375	1
MTB_anc	2034375	2034385	0.97
MTB_anc	2034385	2036579	1
MTB_anc	2036579	2036580	0.97
MTB_anc	2036580	2038137	1
MTB_anc	2038137	2038186	0.97
MTB_anc	2038186	2038379	1
MTB_anc	2038379	2038444	0.97
MTB_anc	2038444	2038581	1
MTB_anc	2038581	2038633	0.97
MTB_anc	2038633	2038655	0.94
MTB_anc	2038655	2038656	0.92
MTB_anc	2038656	2038660	0.94
MTB_anc	2038660	2038667	0.92
MTB_anc	2038667	2038668	0.94
MTB_anc	2038668	2038673	0.92
MTB_anc	2038673	2038674	0.94
MTB_anc	2038674	2038676	0.97
MTB_anc	2038676	2038971	1
MTB_anc	2038971	2038973	0.97
MTB_anc	2038973	2040515	1
MTB_anc	2040515	2040565	0.97
MTB_anc	2040565	2041590	1
MTB_anc	2041590	2041591	0.97
MTB_anc	2041591	2042497	1
MTB_anc	2042497	2042507	0.97
MTB_anc	2042507	2043046	1
MTB_anc	2043046	2043055	0.97
MTB_anc	2043055	2043059	1
MTB_anc	2043059	2043069	0.97
MTB_anc	2043069	2043124	1
MTB_anc	2043124	2043188	0.97
MTB_anc	2043188	2043666	1
MTB_anc	2043666	2043667	0.97
MTB_anc	2043667	2043824	1
MTB_anc	2043824	2043841	0.97
MTB_anc	2043841	2044311	1
MTB_anc	2044311	2044336	0.97
MTB_anc	2044336	2045019	1
MTB_anc	2045019	2045041	0.97
MTB_anc	2045041	2045043	0.94
MTB_anc	2045043	2045044	0.92
MTB_anc	2045044	2045048	0.94
MTB_anc	2045048	2045049	0.92
MTB_anc	2045049	2045060	0.86
MTB_anc	2045060	2045108	0.89
MTB_anc	2045108	2045113	0.92
MTB_anc	2045113	2045143	0.94
MTB_anc	2045143	2045171	0.97
MTB_anc	2045171	2045178	0.94
MTB_anc	2045178	2045185	0.97
MTB_anc	2045185	2045188	1
MTB_anc	2045188	2045191	0.97
MTB_anc	2045191	2045200	0.94
MTB_anc	2045200	2045211	0.97
MTB_anc	2045211	2045222	1
MTB_anc	2045222	2045246	0.97
MTB_anc	2045246	2045346	1
MTB_anc	2045346	2045349	0.97
MTB_anc	2045349	2045381	1
MTB_anc	2045381	2045382	0.97
MTB_anc	2045382	2045589	1
MTB_anc	2045589	2045595	0.97
MTB_anc	2045595	2045697	1
MTB_anc	2045697	2045707	0.97
MTB_anc	2045707	2045711	0.94
MTB_anc	2045711	2045727	0.92
MTB_anc	2045727	2045737	0.94
MTB_anc	2045737	2045740	0.92
MTB_anc	2045740	2045781	0.94
MTB_anc	2045781	2045803	0.97
MTB_anc	2045803	2045804	0.94
MTB_anc	2045804	2045860	0.97
MTB_anc	2045860	2045949	1
MTB_anc	2045949	2045953	0.97
MTB_anc	2045953	2045963	0.94
MTB_anc	2045963	2045964	0.92
MTB_anc	2045964	2045965	0.89
