#CHROM	FROM	TO	IEDB_tag
MTB_anc	2936171	2936206	!IEDBMHC2,355
MTB_anc	2936171	2936242	!IEDBMHC2,356
MTB_anc	2936189	2936224	!IEDBMHC2,254
MTB_anc	2936207	2936242	!IEDBMHC2,161
MTB_anc	2936519	2936563	!IEDBMHC2,884
MTB_anc	2937416	2937460	!IEDBvargas2021
MTB_anc	2952736	2952762	!IEDBMHC1,527,!IEDBMHC2,1115
MTB_anc	2952784	2952810	!IEDBMHC1,526,!IEDBMHC2,1114
MTB_anc	2952889	2952915	!IEDBMHC1,534,!IEDBMHC2,1122
MTB_anc	2953687	2953713	!IEDBMHC1,532,!IEDBMHC2,1120
MTB_anc	2953933	2953959	!IEDBMHC1,528,!IEDBMHC2,1116
MTB_anc	2954314	2954358	!IEDBMHC2,926
MTB_anc	2954671	2954715	!IEDBMHC2,927
MTB_anc	2954686	2954712	!IEDBMHC1,530,!IEDBMHC2,1118
MTB_anc	2955058	2955102	!IEDBvargas2021
MTB_anc	2955067	2955093	!IEDBMHC1,529,!IEDBMHC2,1117
MTB_anc	2955073	2955117	!IEDBvargas2021
MTB_anc	2955133	2955177	!IEDBvargas2021
MTB_anc	2955178	2955222	!IEDBvargas2021
MTB_anc	2955181	2955207	!IEDBMHC1,531,!IEDBMHC2,1119
MTB_anc	2955193	2955237	!IEDBvargas2021
MTB_anc	2955238	2955282	!IEDBvargas2021
MTB_anc	2955268	2955312	!IEDBvargas2021
MTB_anc	2955358	2955402	!IEDBvargas2021
MTB_anc	2955373	2955399	!IEDBMHC1,533,!IEDBMHC2,1121
MTB_anc	2956334	2956360	!IEDBMHC1,518
MTB_anc	2956586	2956612	!IEDBMHC1,519
MTB_anc	2956709	2956735	!IEDBMHC1,520
MTB_anc	2962334	2962378	!IEDBvargas2021
MTB_anc	2970123	2970164	!IEDBvargas2021
MTB_anc	2970210	2970254	!IEDBvargas2021
MTB_anc	2970297	2970329	!IEDBvargas2021
MTB_anc	2970399	2970458	!IEDBvargas2021
MTB_anc	2976992	2977018	!IEDBMHC2,970
MTB_anc	2977028	2977072	!IEDBMHC2,971
MTB_anc	2977040	2977084	!IEDBMHC2,636
MTB_anc	2977046	2977090	!IEDBMHC2,972
MTB_anc	2977082	2977126	!IEDBMHC2,976
MTB_anc	2977136	2977180	!IEDBMHC2,978
MTB_anc	2977154	2977198	!IEDBMHC2,968
MTB_anc	2977172	2977216	!IEDBMHC2,969
MTB_anc	2979329	2979388	!IEDBvargas2021
MTB_anc	2981026	2981070	!IEDBvargas2021
MTB_anc	2981041	2981085	!IEDBvargas2021
MTB_anc	3000896	3000925	!IEDBMHC1,369
MTB_anc	3003463	3003489	!IEDBMHC1,476
MTB_anc	3003472	3003498	!IEDBMHC1,474
MTB_anc	3003562	3003588	!IEDBMHC1,475
MTB_anc	3028569	3028598	!IEDBMHC1,19
MTB_anc	3028572	3028598	!IEDBMHC1,155
MTB_anc	3028584	3028610	!IEDBMHC1,192
MTB_anc	3029661	3029687	!IEDBMHC1,194
MTB_anc	3048988	3049032	!IEDBvargas2021
MTB_anc	3071594	3071620	!IEDBMHC1,303
MTB_anc	3079888	3079947	!IEDBMHC2,477
MTB_anc	3080398	3080442	!IEDBMHC2,1094
MTB_anc	3080398	3080457	!IEDBMHC2,478
MTB_anc	3087087	3087113	!IEDBMHC1,106
MTB_anc	3087138	3087164	!IEDBMHC1,277
MTB_anc	3087291	3087320	!IEDBMHC1,233
MTB_anc	3087372	3087401	!IEDBMHC1,189
MTB_anc	3087684	3087713	!IEDBMHC1,34
MTB_anc	3087843	3087872	!IEDBMHC1,94
MTB_anc	3087867	3087896	!IEDBMHC1,142
MTB_anc	3118455	3118481	!IEDBMHC1,283
MTB_anc	3126972	3127016	!IEDBMHC2,891
MTB_anc	3129638	3129682	!IEDBvargas2021
MTB_anc	3129905	3129931	!IEDBMHC1,201
MTB_anc	3129986	3130030	!IEDBMHC2,673
MTB_anc	3130961	3131005	!IEDBMHC2,820
MTB_anc	3162493	3162537	!IEDBMHC2,819
MTB_anc	3162526	3162570	!IEDBMHC2,955
MTB_anc	3166042	3166086	!IEDBMHC2,948
MTB_anc	3166201	3166245	!IEDBMHC2,777
MTB_anc	3173622	3173666	!IEDBMHC2,775
MTB_anc	3173832	3173876	!IEDBMHC2,792
MTB_anc	3177684	3177728	!IEDBMHC2,803
MTB_anc	3178545	3178589	!IEDBMHC2,686
MTB_anc	3179085	3179129	!IEDBMHC2,702
MTB_anc	3180211	3180255	!IEDBMHC2,944
MTB_anc	3181400	3181444	!IEDBMHC2,901
MTB_anc	3183905	3183979	!IEDBvargas2021
MTB_anc	3183950	3184024	!IEDBMHC2,561
MTB_anc	3183995	3184069	!IEDBvargas2021
MTB_anc	3184040	3184114	!IEDBMHC2,568
MTB_anc	3184085	3184159	!IEDBMHC2,563
MTB_anc	3184130	3184204	!IEDBMHC2,564
MTB_anc	3184175	3184249	!IEDBMHC2,569
MTB_anc	3184220	3184294	!IEDBMHC2,565
MTB_anc	3184265	3184339	!IEDBMHC2,562
MTB_anc	3184310	3184384	!IEDBMHC2,567
MTB_anc	3184313	3184357	!IEDBMHC2,684
MTB_anc	3184355	3184429	!IEDBMHC2,571
MTB_anc	3184400	3184444	!IEDBvargas2021
MTB_anc	3184400	3184474	!IEDBMHC2,570
MTB_anc	3184445	3184519	!IEDBMHC2,572
MTB_anc	3184490	3184564	!IEDBMHC2,566
MTB_anc	3185195	3185239	!IEDBMHC2,870
MTB_anc	3185693	3185737	!IEDBMHC2,840
MTB_anc	3185729	3185773	!IEDBvargas2021
MTB_anc	3187060	3187116	!IEDBvargas2021
MTB_anc	3187075	3187149	!IEDBvargas2021
MTB_anc	3187120	3187194	!IEDBMHC2,137
MTB_anc	3187165	3187239	!IEDBMHC2,317
MTB_anc	3187210	3187284	!IEDBMHC2,73
MTB_anc	3187255	3187329	!IEDBMHC2,51
MTB_anc	3187282	3187320	!IEDBMHC2,422
MTB_anc	3187300	3187374	!IEDBMHC2,247
MTB_anc	3187339	3187383	!IEDBMHC2,672
MTB_anc	3187345	3187419	!IEDBMHC2,127
MTB_anc	3187369	3187428	!IEDBMHC2,188
MTB_anc	3187390	3187464	!IEDBMHC2,380
MTB_anc	3187435	3187509	!IEDBMHC2,339
MTB_anc	3187480	3187554	!IEDBMHC2,132
MTB_anc	3187525	3187599	!IEDBMHC2,156
MTB_anc	3187549	3187605	!IEDBMHC2,179
MTB_anc	3187561	3187605	!IEDBMHC2,720
MTB_anc	3187570	3187608	!IEDBMHC2,409
MTB_anc	3188972	3188998	!IEDBMHC1,235
MTB_anc	3191448	3191492	!IEDBMHC2,852
MTB_anc	3213228	3213254	!IEDBMHC1,57
MTB_anc	3273707	3273733	!IEDBMHC1,478
MTB_anc	3274001	3274027	!IEDBMHC1,477
MTB_anc	3276884	3276913	!IEDBMHC1,12
MTB_anc	3277373	3277399	!IEDBMHC1,524
MTB_anc	3277373	3277402	!IEDBMHC1,87
MTB_anc	3277580	3277609	!IEDBMHC1,123
MTB_anc	3277598	3277627	!IEDBMHC1,131
MTB_anc	3277652	3277678	!IEDBMHC1,249
MTB_anc	3278141	3278170	!IEDBMHC1,65
MTB_anc	3278300	3278329	!IEDBMHC1,230
MTB_anc	3279017	3279043	!IEDBMHC1,159
MTB_anc	3279059	3279085	!IEDBMHC1,239
MTB_anc	3282398	3282427	!IEDBMHC1,140
MTB_anc	3290627	3290695	!IEDBMHC2,373
MTB_anc	3290666	3290740	!IEDBMHC2,408
MTB_anc	3290711	3290785	!IEDBMHC2,387
MTB_anc	3290756	3290830	!IEDBMHC2,86
MTB_anc	3290801	3290875	!IEDBMHC2,255
MTB_anc	3290846	3290920	!IEDBMHC2,384
MTB_anc	3290891	3290965	!IEDBMHC2,211
MTB_anc	3290936	3291010	!IEDBMHC2,116
MTB_anc	3290981	3291055	!IEDBMHC2,343
MTB_anc	3291026	3291100	!IEDBMHC2,222
MTB_anc	3291071	3291145	!IEDBMHC2,400
MTB_anc	3291116	3291190	!IEDBMHC2,367
MTB_anc	3291161	3291235	!IEDBMHC2,213
MTB_anc	3291206	3291280	!IEDBMHC2,238
MTB_anc	3291251	3291325	!IEDBvargas2021
MTB_anc	3307586	3307630	!IEDBMHC2,847
MTB_anc	3307928	3307972	!IEDBMHC2,760
MTB_anc	3309545	3309571	!IEDBMHC1,387
MTB_anc	3309878	3309904	!IEDBMHC1,384
MTB_anc	3310016	3310042	!IEDBMHC1,385
MTB_anc	3310214	3310240	!IEDBMHC1,380
MTB_anc	3311113	3311139	!IEDBMHC1,378
MTB_anc	3311647	3311673	!IEDBMHC1,381
MTB_anc	3311911	3311937	!IEDBMHC1,377
MTB_anc	3316091	3316135	!IEDBMHC2,697
MTB_anc	3340271	3340315	!IEDBMHC2,735
MTB_anc	3344321	3344365	!IEDBMHC2,815
MTB_anc	3344999	3345043	!IEDBMHC2,740
MTB_anc	3345191	3345235	!IEDBMHC2,776
MTB_anc	3351437	3351508	!IEDBvargas2021
MTB_anc	3351953	3352012	!IEDBvargas2021
MTB_anc	3353666	3353710	!IEDBMHC2,859
MTB_anc	3353711	3353755	!IEDBMHC2,863
MTB_anc	3358352	3358396	!IEDBMHC2,706
MTB_anc	3358460	3358504	!IEDBMHC2,783
MTB_anc	3359119	3359163	!IEDBMHC2,890
MTB_anc	3359903	3359947	!IEDBMHC2,701
MTB_anc	3360551	3360595	!IEDBMHC2,709
MTB_anc	3360783	3360827	!IEDBMHC2,935
MTB_anc	3361142	3361186	!IEDBMHC2,909
MTB_anc	3361871	3361915	!IEDBMHC2,743
MTB_anc	3362435	3362479	!IEDBMHC2,757
MTB_anc	3363423	3363467	!IEDBMHC2,882
MTB_anc	3364913	3364939	!IEDBMHC1,522
MTB_anc	3365297	3365323	!IEDBMHC1,521
MTB_anc	3365564	3365608	!IEDBMHC2,839
MTB_anc	3365944	3365988	!IEDBMHC2,755
MTB_anc	3368919	3368963	!IEDBMHC2,678
MTB_anc	3371437	3371481	!IEDBMHC2,741
MTB_anc	3373826	3373870	!IEDBMHC2,912
MTB_anc	3374330	3374374	!IEDBMHC2,945
MTB_anc	3374366	3374410	!IEDBMHC2,949
MTB_anc	3375380	3375424	!IEDBMHC2,683
MTB_anc	3375419	3375463	!IEDBMHC2,958
MTB_anc	3376493	3376552	!IEDBMHC2,349
MTB_anc	3376523	3376582	!IEDBMHC2,82
MTB_anc	3376553	3376612	!IEDBMHC2,420
MTB_anc	3376583	3376642	!IEDBMHC2,344
MTB_anc	3376643	3376702	!IEDBMHC2,184
MTB_anc	3376673	3376732	!IEDBMHC2,342
MTB_anc	3376703	3376762	!IEDBMHC2,89
MTB_anc	3376733	3376792	!IEDBMHC2,461
MTB_anc	3376763	3376822	!IEDBMHC2,284
MTB_anc	3376793	3376852	!IEDBMHC2,1
MTB_anc	3377458	3377484	!IEDBMHC1,28,!IEDBMHC2,65
MTB_anc	3377599	3377643	!IEDBMHC2,790
MTB_anc	3377776	3377820	!IEDBvargas2021
MTB_anc	3378004	3378048	!IEDBvargas2021
MTB_anc	3378714	3378761	!IEDBMHC2,269
MTB_anc	3378732	3378791	!IEDBMHC2,375
MTB_anc	3378747	3378791	!IEDBvargas2021
MTB_anc	3378762	3378821	!IEDBMHC2,48
MTB_anc	3378777	3378821	!IEDBvargas2021
MTB_anc	3378792	3378851	!IEDBMHC2,459
MTB_anc	3378807	3378851	!IEDBvargas2021
MTB_anc	3378822	3378866	!IEDBvargas2021
MTB_anc	3378822	3378881	!IEDBMHC2,366
MTB_anc	3378837	3378881	!IEDBvargas2021
MTB_anc	3378852	3378896	!IEDBvargas2021
MTB_anc	3378852	3378911	!IEDBMHC2,88
MTB_anc	3378882	3378941	!IEDBMHC2,445
MTB_anc	3378885	3378929	!IEDBMHC2,885
MTB_anc	3378912	3378971	!IEDBMHC2,280
MTB_anc	3378927	3378971	!IEDBvargas2021
MTB_anc	3378942	3378986	!IEDBvargas2021
MTB_anc	3378942	3379001	!IEDBMHC2,283
MTB_anc	3378957	3379001	!IEDBMHC2,496
MTB_anc	3379051	3379095	!IEDBvargas2021
MTB_anc	3379141	3379185	!IEDBMHC2,671
MTB_anc	3379787	3379831	!IEDBMHC2,842
MTB_anc	3379832	3379876	!IEDBMHC2,880
MTB_anc	3382941	3382985	!IEDBMHC2,703
MTB_anc	3383538	3383582	!IEDBMHC2,916
MTB_anc	3383625	3383669	!IEDBMHC2,694
MTB_anc	3384233	3384277	!IEDBMHC2,931
MTB_anc	3384548	3384592	!IEDBMHC2,858
MTB_anc	3384614	3384658	!IEDBMHC2,712
MTB_anc	3385901	3385945	!IEDBvargas2021
MTB_anc	3387363	3387407	!IEDBMHC2,837
MTB_anc	3388076	3388120	!IEDBMHC2,784
MTB_anc	3390021	3390065	!IEDBMHC2,806
MTB_anc	3391263	3391307	!IEDBMHC2,689
MTB_anc	3395688	3395732	!IEDBMHC2,834
MTB_anc	3423751	3423795	!IEDBvargas2021
MTB_anc	3426226	3426270	!IEDBMHC2,736
MTB_anc	3447503	3447529	!IEDBMHC1,252
MTB_anc	3447509	3447535	!IEDBMHC1,96
MTB_anc	3448091	3448117	!IEDBMHC1,253
MTB_anc	3448259	3448285	!IEDBMHC1,208
MTB_anc	3448262	3448291	!IEDBMHC1,67
MTB_anc	3453483	3453509	!IEDBMHC1,297
MTB_anc	3462791	3462817	!IEDBMHC1,302
MTB_anc	3469939	3469965	!IEDBMHC1,298
MTB_anc	3474793	3474840	!IEDBvargas2021
MTB_anc	3491421	3491465	!IEDBvargas2021
MTB_anc	3495023	3495052	!IEDBMHC1,490
MTB_anc	3495755	3495787	!IEDBMHC1,491
MTB_anc	3496328	3496354	!IEDBMHC1,497
MTB_anc	3497739	3497765	!IEDBMHC1,457
MTB_anc	3501412	3501456	!IEDBvargas2021
MTB_anc	3501872	3501916	!IEDBMHC2,676
MTB_anc	3502055	3502099	!IEDBvargas2021
MTB_anc	3502115	3502159	!IEDBMHC2,1142
MTB_anc	3502166	3502210	!IEDBMHC2,808
MTB_anc	3509415	3509459	!IEDBMHC2,758
MTB_anc	3509436	3509480	!IEDBMHC2,762
MTB_anc	3509672	3509716	!IEDBMHC2,713
MTB_anc	3510322	3510348	!IEDBMHC2,235
MTB_anc	3510853	3510879	!IEDBMHC2,101
MTB_anc	3510955	3510999	!IEDBMHC2,1123
MTB_anc	3512311	3512355	!IEDBMHC2,868
MTB_anc	3514409	3514462	!IEDBvargas2021
MTB_anc	3528801	3528845	!IEDBMHC2,1135
MTB_anc	3541815	3541859	!IEDBMHC2,716
MTB_anc	3576752	3576793	!IEDBvargas2021
MTB_anc	3595917	3595955	!IEDBvargas2021
MTB_anc	3603653	3603682	!IEDBMHC1,84
MTB_anc	3603665	3603691	!IEDBMHC1,225
MTB_anc	3609242	3609286	!IEDBMHC2,800
MTB_anc	3609596	3609640	!IEDBMHC2,695
MTB_anc	3627155	3627181	!IEDBMHC1,147
MTB_anc	3627767	3627811	!IEDBMHC2,753
MTB_anc	3648050	3648094	!IEDBMHC2,756
MTB_anc	3649996	3650040	!IEDBvargas2021
MTB_anc	3666792	3666836	!IEDBMHC2,771
MTB_anc	3676775	3676870	!IEDBMHC1,1,!IEDBMHC2,2
MTB_anc	3678806	3678859	!IEDBvargas2021
MTB_anc	3679358	3679384	!IEDBMHC1,264
MTB_anc	3682671	3682697	!IEDBMHC1,276
MTB_anc	3715777	3715821	!IEDBMHC2,896
MTB_anc	3716569	3716613	!IEDBMHC2,875
MTB_anc	3733099	3733131	!IEDBMHC1,400
MTB_anc	3792463	3792489	!IEDBMHC1,199
MTB_anc	3807976	3808020	!IEDBMHC2,787
MTB_anc	3808045	3808089	!IEDBMHC2,929
MTB_anc	3808872	3808916	!IEDBMHC2,711
MTB_anc	3809106	3809150	!IEDBMHC2,928
MTB_anc	3826252	3826296	!IEDBMHC2,522
MTB_anc	3826261	3826305	!IEDBMHC2,531
MTB_anc	3826270	3826314	!IEDBMHC2,521
MTB_anc	3826279	3826323	!IEDBMHC2,504
MTB_anc	3826288	3826332	!IEDBMHC2,515
MTB_anc	3826297	3826341	!IEDBMHC2,520
MTB_anc	3826306	3826350	!IEDBMHC2,513
MTB_anc	3826315	3826359	!IEDBMHC2,529
MTB_anc	3826324	3826368	!IEDBMHC2,507
MTB_anc	3826333	3826377	!IEDBMHC2,508
MTB_anc	3826342	3826386	!IEDBMHC2,509
MTB_anc	3826351	3826395	!IEDBMHC2,512
MTB_anc	3826360	3826404	!IEDBMHC2,523
MTB_anc	3826369	3826413	!IEDBMHC2,528
MTB_anc	3826378	3826422	!IEDBMHC2,505
MTB_anc	3826387	3826431	!IEDBMHC2,514
MTB_anc	3826396	3826440	!IEDBMHC2,525
MTB_anc	3826405	3826449	!IEDBMHC2,511
MTB_anc	3826414	3826458	!IEDBMHC2,526
MTB_anc	3826423	3826467	!IEDBMHC2,517
MTB_anc	3826432	3826476	!IEDBMHC2,530
MTB_anc	3826441	3826485	!IEDBMHC2,518
MTB_anc	3826450	3826494	!IEDBMHC2,506
MTB_anc	3826459	3826503	!IEDBMHC2,524
MTB_anc	3826468	3826512	!IEDBMHC2,519
MTB_anc	3826477	3826521	!IEDBMHC2,532
MTB_anc	3826486	3826530	!IEDBMHC2,510
MTB_anc	3826495	3826539	!IEDBMHC2,527
MTB_anc	3826504	3826548	!IEDBMHC2,516
MTB_anc	3836989	3837018	!IEDBMHC2,66
MTB_anc	3836989	3837039	!IEDBMHC2,107
MTB_anc	3836989	3837048	!IEDBMHC2,455
MTB_anc	3836998	3837042	!IEDBMHC2,825
MTB_anc	3837004	3837048	!IEDBMHC2,454
MTB_anc	3837025	3837072	!IEDBMHC2,224
MTB_anc	3837034	3837078	!IEDBMHC2,460
MTB_anc	3837049	3837096	!IEDBMHC2,108
MTB_anc	3837064	3837108	!IEDBMHC2,232
MTB_anc	3837073	3837120	!IEDBMHC2,217
MTB_anc	3837094	3837138	!IEDBMHC2,433
MTB_anc	3837097	3837144	!IEDBMHC2,170
MTB_anc	3837121	3837168	!IEDBMHC2,178
MTB_anc	3837124	3837168	!IEDBMHC2,177
MTB_anc	3837145	3837192	!IEDBMHC2,389
MTB_anc	3837154	3837198	!IEDBvargas2021
MTB_anc	3837169	3837216	!IEDBMHC2,68
MTB_anc	3837169	3837219	!IEDBMHC2,390
MTB_anc	3837184	3837228	!IEDBMHC2,118
MTB_anc	3837193	3837240	!IEDBMHC2,55
MTB_anc	3837208	3837255	!IEDBMHC2,209
MTB_anc	3837214	3837258	!IEDBvargas2021
MTB_anc	3837217	3837264	!IEDBMHC2,233
MTB_anc	3837241	3837288	!IEDBMHC2,412
MTB_anc	3837633	3837677	!IEDBMHC2,939
MTB_anc	3837798	3837842	!IEDBMHC2,691
MTB_anc	3842239	3842313	!IEDBvargas2021
MTB_anc	3842284	3842358	!IEDBvargas2021
MTB_anc	3842329	3842403	!IEDBvargas2021
MTB_anc	3842374	3842448	!IEDBvargas2021
MTB_anc	3842419	3842493	!IEDBvargas2021
MTB_anc	3842464	3842538	!IEDBvargas2021
MTB_anc	3842509	3842583	!IEDBvargas2021
MTB_anc	3842554	3842628	!IEDBvargas2021
MTB_anc	3842599	3842673	!IEDBvargas2021
MTB_anc	3842644	3842718	!IEDBvargas2021
MTB_anc	3842689	3842766	!IEDBvargas2021
MTB_anc	3844113	3844157	!IEDBMHC2,869
MTB_anc	3845716	3845760	!IEDBMHC2,748
MTB_anc	3849411	3849455	!IEDBMHC2,538
MTB_anc	3895095	3895139	!IEDBMHC2,878
MTB_anc	3895197	3895226	!IEDBMHC1,495
MTB_anc	3916768	3916818	!IEDBMHC2,448
MTB_anc	3916777	3916827	!IEDBMHC2,149
MTB_anc	3916864	3916908	!IEDBMHC2,940
MTB_anc	3917543	3917569	!IEDBMHC1,273
MTB_anc	3918736	3918762	!IEDBMHC1,278
MTB_anc	3920009	3920053	!IEDBMHC2,779
MTB_anc	3929752	3929778	!IEDBMHC2,138
MTB_anc	3970081	3970107	!IEDBMHC2,242
MTB_anc	3972091	3972135	!IEDBMHC2,1133
MTB_anc	3978380	3978424	!IEDBMHC2,1126
MTB_anc	3998301	3998345	!IEDBMHC2,1124
MTB_anc	4042560	4042604	!IEDBMHC2,877
MTB_anc	4042644	4042688	!IEDBMHC2,823
MTB_anc	4054842	4054886	!IEDBMHC2,888
MTB_anc	4054854	4054898	!IEDBMHC2,1107
MTB_anc	4054860	4054904	!IEDBMHC2,946
MTB_anc	4054869	4054913	!IEDBMHC2,1109
MTB_anc	4054884	4054928	!IEDBMHC2,1106
MTB_anc	4055064	4055108	!IEDBMHC2,1110
MTB_anc	4055079	4055123	!IEDBMHC2,1108
MTB_anc	4055431	4055475	!IEDBMHC2,1144
MTB_anc	4055791	4055835	!IEDBMHC2,856
MTB_anc	4057808	4057852	!IEDBMHC2,723
MTB_anc	4058150	4058194	!IEDBMHC2,910
MTB_anc	4060547	4060591	!IEDBMHC2,637
MTB_anc	4061470	4061514	!IEDBvargas2021
MTB_anc	4061524	4061568	!IEDBMHC2,1137
MTB_anc	4073108	4073152	!IEDBMHC2,791
MTB_anc	4096745	4096789	!IEDBMHC2,990
MTB_anc	4130381	4130407	!IEDBMHC1,198
MTB_anc	4135764	4135790	!IEDBMHC1,272
MTB_anc	4203162	4203188	!IEDBMHC1,539
MTB_anc	4209038	4209082	!IEDBMHC2,111
MTB_anc	4209047	4209106	!IEDBvargas2021
MTB_anc	4209047	4209118	!IEDBvargas2021
MTB_anc	4209056	4209082	!IEDBMHC1,366
MTB_anc	4209068	4209094	!IEDBMHC1,33
MTB_anc	4209068	4209118	!IEDBvargas2021
MTB_anc	4209077	4209136	!IEDBMHC2,128
MTB_anc	4209086	4209112	!IEDBMHC1,367
MTB_anc	4209092	4209151	!IEDBMHC2,411
MTB_anc	4209107	4209166	!IEDBvargas2021
MTB_anc	4209137	4209196	!IEDBvargas2021
MTB_anc	4209167	4209226	!IEDBMHC2,391
MTB_anc	4209179	4209205	!IEDBMHC1,421
MTB_anc	4209179	4209238	!IEDBMHC2,129
MTB_anc	4209182	4209241	!IEDBMHC2,21
MTB_anc	4209197	4209229	!IEDBMHC2,670
MTB_anc	4209197	4209256	!IEDBMHC2,223
MTB_anc	4209227	4209253	!IEDBMHC1,451
MTB_anc	4209227	4209286	!IEDBMHC2,428
MTB_anc	4209254	4209280	!IEDBMHC1,402
MTB_anc	4209257	4209319	!IEDBvargas2021
MTB_anc	4209275	4209301	!IEDBMHC1,365
MTB_anc	4209284	4209310	!IEDBMHC1,422
MTB_anc	4209287	4209313	!IEDBMHC1,406
MTB_anc	4209287	4209346	!IEDBMHC2,23
MTB_anc	4209287	4209358	!IEDBMHC2,961
MTB_anc	4209308	4209337	!IEDBMHC1,234
MTB_anc	4209311	4209337	!IEDBMHC1,432
MTB_anc	4209317	4209376	!IEDBMHC2,87
MTB_anc	4209344	4209370	!IEDBMHC1,450
MTB_anc	4209347	4209373	!IEDBMHC1,424
MTB_anc	4209347	4209406	!IEDBMHC2,152
MTB_anc	4209368	4209394	!IEDBMHC1,452
MTB_anc	4209377	4209403	!IEDBMHC1,428
MTB_anc	4209377	4209436	!IEDBMHC2,180
MTB_anc	4209407	4209466	!IEDBMHC2,67
MTB_anc	4209425	4209469	!IEDBMHC2,985
MTB_anc	4209437	4209463	!IEDBMHC1,368
MTB_anc	4209437	4209496	!IEDBMHC2,210
MTB_anc	4209446	4209472	!IEDBMHC1,425
MTB_anc	4209452	4209511	!IEDBMHC2,71
MTB_anc	4209464	4209490	!IEDBMHC1,419
MTB_anc	4209464	4209523	!IEDBMHC2,93
MTB_anc	4209467	4209523	!IEDBMHC2,271
MTB_anc	4209479	4209523	!IEDBMHC2,281
MTB_anc	4209482	4209508	!IEDBMHC1,446
MTB_anc	4220216	4220260	!IEDBMHC2,895
MTB_anc	4238379	4238402	!IEDBMHC1,517
MTB_anc	4265178	4265207	!IEDBMHC1,222
MTB_anc	4265295	4265336	!IEDBMHC2,377
MTB_anc	4265645	4265668	!IEDBMHC1,218
MTB_anc	4265645	4265683	!IEDBMHC2,1112
MTB_anc	4265645	4265689	!IEDBvargas2021
MTB_anc	4265645	4265698	!IEDBMHC1,150
MTB_anc	4265645	4265710	!IEDBMHC2,276
MTB_anc	4265654	4265698	!IEDBMHC2,1095
MTB_anc	4265669	4265713	!IEDBMHC2,1080
MTB_anc	4265669	4265728	!IEDBMHC1,74
MTB_anc	4265684	4265728	!IEDBMHC2,648
MTB_anc	4265690	4265749	!IEDBMHC2,399
MTB_anc	4265699	4265743	!IEDBMHC2,662
MTB_anc	4265699	4265758	!IEDBMHC1,47
MTB_anc	4265705	4265761	!IEDBMHC1,399
MTB_anc	4265714	4265758	!IEDBMHC2,642
MTB_anc	4265720	4265779	!IEDBMHC2,300
MTB_anc	4265729	4265773	!IEDBMHC2,664
MTB_anc	4265729	4265788	!IEDBMHC1,78
MTB_anc	4265744	4265788	!IEDBMHC2,1086
MTB_anc	4265750	4265809	!IEDBMHC2,327
MTB_anc	4265759	4265803	!IEDBMHC2,641
MTB_anc	4265759	4265818	!IEDBMHC1,105
MTB_anc	4265774	4265818	!IEDBMHC2,1090
MTB_anc	4265780	4265839	!IEDBMHC2,141
MTB_anc	4265789	4265833	!IEDBMHC2,1103
MTB_anc	4265789	4265848	!IEDBMHC1,62
MTB_anc	4265804	4265848	!IEDBMHC2,644
MTB_anc	4265810	4265869	!IEDBMHC2,160
MTB_anc	4265819	4265863	!IEDBMHC2,1100
MTB_anc	4265819	4265878	!IEDBMHC1,41
MTB_anc	4265834	4265878	!IEDBMHC2,1081
MTB_anc	4265837	4265896	!IEDBMHC2,159
MTB_anc	4265849	4265893	!IEDBMHC2,1099
MTB_anc	4265849	4265908	!IEDBMHC1,245
MTB_anc	4265864	4265908	!IEDBMHC2,667
MTB_anc	4265870	4265929	!IEDBMHC2,187
MTB_anc	4265879	4265923	!IEDBMHC2,655
MTB_anc	4265879	4265938	!IEDBMHC1,83
MTB_anc	4265894	4265938	!IEDBMHC2,650
MTB_anc	4265900	4265959	!IEDBMHC2,294
MTB_anc	4265909	4265935	!IEDBMHC1,121
MTB_anc	4265909	4265953	!IEDBMHC2,656
MTB_anc	4265909	4265968	!IEDBMHC1,244
MTB_anc	4265921	4265977	!IEDBMHC1,392
MTB_anc	4265924	4265968	!IEDBMHC2,666
MTB_anc	4265930	4265989	!IEDBMHC2,162
MTB_anc	4265939	4265983	!IEDBMHC2,651
MTB_anc	4265939	4265998	!IEDBMHC1,44
MTB_anc	4265954	4265998	!IEDBMHC2,1083
MTB_anc	4265960	4266019	!IEDBMHC2,39
MTB_anc	4265969	4266013	!IEDBMHC2,1089
MTB_anc	4265969	4266028	!IEDBMHC1,157
MTB_anc	4265984	4266028	!IEDBMHC2,1097
MTB_anc	4265990	4266049	!IEDBMHC2,318
MTB_anc	4265999	4266043	!IEDBMHC2,1093
MTB_anc	4265999	4266058	!IEDBMHC1,21
MTB_anc	4266014	4266058	!IEDBMHC2,639
MTB_anc	4266020	4266079	!IEDBMHC2,153
MTB_anc	4266029	4266073	!IEDBMHC2,1092
MTB_anc	4266029	4266088	!IEDBMHC1,25
MTB_anc	4266044	4266088	!IEDBMHC2,640
MTB_anc	4266050	4266109	!IEDBMHC2,337
MTB_anc	4266059	4266103	!IEDBMHC2,646
MTB_anc	4266059	4266118	!IEDBMHC1,248
MTB_anc	4266065	4266109	!IEDBMHC2,1072
MTB_anc	4266068	4266112	!IEDBMHC2,1071
MTB_anc	4266068	4266127	!IEDBMHC2,226
MTB_anc	4266071	4266115	!IEDBMHC2,1068
MTB_anc	4266074	4266118	!IEDBMHC2,668
MTB_anc	4266080	4266124	!IEDBMHC1,505,!IEDBMHC2,1073
