#CHROM	FROM	TO	Mappability
MTB_anc	2302150	2302151	0.69
MTB_anc	2302151	2302152	0.68
MTB_anc	2302152	2302153	0.67
MTB_anc	2302153	2302154	0.66
MTB_anc	2302154	2302155	0.65
MTB_anc	2302155	2302156	0.64
MTB_anc	2302156	2302157	0.63
MTB_anc	2302157	2302158	0.62
MTB_anc	2302158	2302159	0.61
MTB_anc	2302159	2302160	0.6
MTB_anc	2302160	2302161	0.59
MTB_anc	2302161	2302162	0.58
MTB_anc	2302162	2302163	0.57
MTB_anc	2302163	2302164	0.56
MTB_anc	2302164	2302165	0.55
MTB_anc	2302165	2302166	0.54
MTB_anc	2302166	2302167	0.53
MTB_anc	2302167	2302168	0.52
MTB_anc	2302168	2302169	0.51
MTB_anc	2302169	2302249	0.5
MTB_anc	2302249	2302299	0.5
MTB_anc	2302299	2302444	0.5
MTB_anc	2302444	2302445	0.5
MTB_anc	2302445	2302446	0.49
MTB_anc	2302446	2302447	0.49
MTB_anc	2302447	2302448	0.49
MTB_anc	2302448	2302449	0.48
MTB_anc	2302449	2302450	0.48
MTB_anc	2302450	2302451	0.48
MTB_anc	2302451	2302452	0.47
MTB_anc	2302452	2302453	0.47
MTB_anc	2302453	2302455	0.47
MTB_anc	2302455	2302469	0.47
MTB_anc	2302469	2302470	0.48
MTB_anc	2302470	2302471	0.49
MTB_anc	2302471	2302472	0.5
MTB_anc	2302472	2302473	0.51
MTB_anc	2302473	2302474	0.52
MTB_anc	2302474	2302475	0.53
MTB_anc	2302475	2302476	0.54
MTB_anc	2302476	2302477	0.55
MTB_anc	2302477	2302478	0.56
MTB_anc	2302478	2302479	0.57
MTB_anc	2302479	2302480	0.58
MTB_anc	2302480	2302481	0.59
MTB_anc	2302481	2302482	0.6
MTB_anc	2302482	2302483	0.61
MTB_anc	2302483	2302484	0.62
MTB_anc	2302484	2302485	0.63
MTB_anc	2302485	2302486	0.64
MTB_anc	2302486	2302487	0.65
MTB_anc	2302487	2302488	0.66
MTB_anc	2302488	2302489	0.67
MTB_anc	2302489	2302490	0.68
MTB_anc	2302490	2302491	0.69
MTB_anc	2302491	2302492	0.7
MTB_anc	2302492	2302493	0.71
MTB_anc	2302493	2302494	0.72
MTB_anc	2302494	2302495	0.73
MTB_anc	2302495	2302496	0.74
MTB_anc	2302496	2302497	0.76
MTB_anc	2302497	2302498	0.77
MTB_anc	2302498	2302499	0.78
MTB_anc	2302499	2302500	0.8
MTB_anc	2302500	2302501	0.81
MTB_anc	2302501	2302502	0.82
MTB_anc	2302502	2302503	0.84
MTB_anc	2302503	2302504	0.85
MTB_anc	2302504	2302505	0.86
MTB_anc	2302505	2302506	0.87
MTB_anc	2302506	2302507	0.88
MTB_anc	2302507	2302508	0.89
MTB_anc	2302508	2302509	0.9
MTB_anc	2302509	2302510	0.91
MTB_anc	2302510	2302511	0.92
MTB_anc	2302511	2302512	0.93
MTB_anc	2302512	2302513	0.94
MTB_anc	2302513	2302514	0.95
MTB_anc	2302514	2302515	0.96
MTB_anc	2302515	2302516	0.97
MTB_anc	2302516	2302517	0.98
MTB_anc	2302517	2302518	0.99
MTB_anc	2302518	2303047	1
MTB_anc	2303047	2303048	0.99
MTB_anc	2303048	2303049	0.98
MTB_anc	2303049	2303050	0.97
MTB_anc	2303050	2303051	0.96
MTB_anc	2303051	2303052	0.95
MTB_anc	2303052	2303053	0.94
MTB_anc	2303053	2303054	0.93
MTB_anc	2303054	2303055	0.92
MTB_anc	2303055	2303056	0.91
MTB_anc	2303056	2303057	0.9
MTB_anc	2303057	2303058	0.89
MTB_anc	2303058	2303059	0.88
MTB_anc	2303059	2303060	0.87
MTB_anc	2303060	2303061	0.86
MTB_anc	2303061	2303062	0.85
MTB_anc	2303062	2303063	0.84
MTB_anc	2303063	2303064	0.83
MTB_anc	2303064	2303065	0.82
MTB_anc	2303065	2303066	0.81
MTB_anc	2303066	2303067	0.8
MTB_anc	2303067	2303068	0.79
MTB_anc	2303068	2303069	0.78
MTB_anc	2303069	2303070	0.77
MTB_anc	2303070	2303071	0.76
MTB_anc	2303071	2303072	0.75
MTB_anc	2303072	2303073	0.74
MTB_anc	2303073	2303074	0.73
MTB_anc	2303074	2303075	0.72
MTB_anc	2303075	2303076	0.71
MTB_anc	2303076	2303077	0.7
MTB_anc	2303077	2303078	0.69
MTB_anc	2303078	2303079	0.68
MTB_anc	2303079	2303080	0.67
MTB_anc	2303080	2303081	0.66
MTB_anc	2303081	2303082	0.65
MTB_anc	2303082	2303083	0.64
MTB_anc	2303083	2303097	0.63
MTB_anc	2303097	2303098	0.64
MTB_anc	2303098	2303099	0.65
MTB_anc	2303099	2303100	0.66
MTB_anc	2303100	2303101	0.67
MTB_anc	2303101	2303102	0.68
MTB_anc	2303102	2303103	0.69
MTB_anc	2303103	2303104	0.7
MTB_anc	2303104	2303105	0.71
MTB_anc	2303105	2303106	0.72
MTB_anc	2303106	2303107	0.73
MTB_anc	2303107	2303108	0.74
MTB_anc	2303108	2303109	0.75
MTB_anc	2303109	2303110	0.76
MTB_anc	2303110	2303111	0.77
MTB_anc	2303111	2303112	0.78
MTB_anc	2303112	2303113	0.79
MTB_anc	2303113	2303114	0.8
MTB_anc	2303114	2303115	0.81
MTB_anc	2303115	2303116	0.82
MTB_anc	2303116	2303117	0.83
MTB_anc	2303117	2303118	0.84
MTB_anc	2303118	2303119	0.85
MTB_anc	2303119	2303120	0.86
MTB_anc	2303120	2303121	0.87
MTB_anc	2303121	2303122	0.88
MTB_anc	2303122	2303123	0.89
MTB_anc	2303123	2303124	0.9
MTB_anc	2303124	2303125	0.91
MTB_anc	2303125	2303126	0.92
MTB_anc	2303126	2303127	0.93
MTB_anc	2303127	2303128	0.94
MTB_anc	2303128	2303129	0.95
MTB_anc	2303129	2303130	0.96
MTB_anc	2303130	2303131	0.97
MTB_anc	2303131	2303132	0.98
MTB_anc	2303132	2303133	0.99
MTB_anc	2303133	2304132	1
MTB_anc	2304132	2304133	0.99
MTB_anc	2304133	2304134	0.98
MTB_anc	2304134	2304135	0.97
MTB_anc	2304135	2304136	0.96
MTB_anc	2304136	2304140	0.95
MTB_anc	2304140	2304141	0.94
MTB_anc	2304141	2304150	0.93
MTB_anc	2304150	2304151	0.92
MTB_anc	2304151	2304152	0.91
MTB_anc	2304152	2304153	0.9
MTB_anc	2304153	2304182	0.89
MTB_anc	2304182	2304183	0.9
MTB_anc	2304183	2304184	0.91
MTB_anc	2304184	2304185	0.92
MTB_anc	2304185	2304186	0.93
MTB_anc	2304186	2304190	0.94
MTB_anc	2304190	2304191	0.95
MTB_anc	2304191	2304200	0.96
MTB_anc	2304200	2304201	0.97
MTB_anc	2304201	2304202	0.98
MTB_anc	2304202	2304203	0.99
MTB_anc	2304203	2305256	1
MTB_anc	2305256	2305257	0.99
MTB_anc	2305257	2305258	0.98
MTB_anc	2305258	2305259	0.97
MTB_anc	2305259	2305260	0.96
MTB_anc	2305260	2305261	0.95
MTB_anc	2305261	2305262	0.94
MTB_anc	2305262	2305263	0.93
MTB_anc	2305263	2305264	0.92
MTB_anc	2305264	2305265	0.91
MTB_anc	2305265	2305266	0.9
MTB_anc	2305266	2305267	0.89
MTB_anc	2305267	2305268	0.88
MTB_anc	2305268	2305269	0.87
MTB_anc	2305269	2305270	0.86
MTB_anc	2305270	2305271	0.85
MTB_anc	2305271	2305272	0.84
MTB_anc	2305272	2305273	0.83
MTB_anc	2305273	2305274	0.82
MTB_anc	2305274	2305275	0.81
MTB_anc	2305275	2305276	0.8
MTB_anc	2305276	2305277	0.79
MTB_anc	2305277	2305278	0.78
MTB_anc	2305278	2305279	0.77
MTB_anc	2305279	2305280	0.76
MTB_anc	2305280	2305281	0.75
MTB_anc	2305281	2305282	0.74
MTB_anc	2305282	2305283	0.73
MTB_anc	2305283	2305284	0.72
MTB_anc	2305284	2305285	0.71
MTB_anc	2305285	2305286	0.7
MTB_anc	2305286	2305287	0.69
MTB_anc	2305287	2305288	0.68
MTB_anc	2305288	2305289	0.67
MTB_anc	2305289	2305290	0.66
MTB_anc	2305290	2305291	0.65
MTB_anc	2305291	2305292	0.64
MTB_anc	2305292	2305293	0.63
MTB_anc	2305293	2305294	0.62
MTB_anc	2305294	2305295	0.61
MTB_anc	2305295	2305296	0.6
MTB_anc	2305296	2305297	0.59
MTB_anc	2305297	2305298	0.58
MTB_anc	2305298	2305299	0.57
MTB_anc	2305299	2305300	0.56
MTB_anc	2305300	2305301	0.55
MTB_anc	2305301	2305302	0.54
MTB_anc	2305302	2305303	0.53
MTB_anc	2305303	2305304	0.52
MTB_anc	2305304	2305305	0.51
MTB_anc	2305305	2305703	0.5
MTB_anc	2305703	2305704	0.5
MTB_anc	2305704	2305705	0.49
MTB_anc	2305705	2305706	0.49
MTB_anc	2305706	2305724	0.49
MTB_anc	2305724	2305725	0.48
MTB_anc	2305725	2305726	0.48
MTB_anc	2305726	2305727	0.48
MTB_anc	2305727	2305728	0.47
MTB_anc	2305728	2305729	0.47
MTB_anc	2305729	2305730	0.47
MTB_anc	2305730	2305731	0.46
MTB_anc	2305731	2305733	0.46
MTB_anc	2305733	2305753	0.46
MTB_anc	2305753	2305754	0.46
MTB_anc	2305754	2305755	0.47
MTB_anc	2305755	2305756	0.47
MTB_anc	2305756	2305774	0.47
MTB_anc	2305774	2305775	0.48
MTB_anc	2305775	2305776	0.48
MTB_anc	2305776	2305777	0.48
MTB_anc	2305777	2305778	0.49
MTB_anc	2305778	2305779	0.49
MTB_anc	2305779	2305780	0.49
MTB_anc	2305780	2305781	0.5
MTB_anc	2305781	2305791	0.5
MTB_anc	2305791	2305792	0.5
MTB_anc	2305792	2305793	0.49
MTB_anc	2305793	2305794	0.49
MTB_anc	2305794	2305795	0.49
MTB_anc	2305795	2305796	0.48
MTB_anc	2305796	2305797	0.48
MTB_anc	2305797	2305798	0.48
MTB_anc	2305798	2305800	0.48
MTB_anc	2305800	2305841	0.48
MTB_anc	2305841	2305842	0.48
MTB_anc	2305842	2305843	0.48
MTB_anc	2305843	2305844	0.49
MTB_anc	2305844	2305845	0.49
MTB_anc	2305845	2305846	0.49
MTB_anc	2305846	2305848	0.5
MTB_anc	2305848	2305932	0.5
MTB_anc	2305932	2305933	0.5
MTB_anc	2305933	2305939	0.49
MTB_anc	2305939	2305940	0.49
MTB_anc	2305940	2305941	0.49
MTB_anc	2305941	2305942	0.48
MTB_anc	2305942	2305943	0.48
MTB_anc	2305943	2305944	0.48
MTB_anc	2305944	2305945	0.47
MTB_anc	2305945	2305946	0.47
MTB_anc	2305946	2305947	0.47
MTB_anc	2305947	2305948	0.46
MTB_anc	2305948	2305982	0.46
MTB_anc	2305982	2305983	0.46
MTB_anc	2305983	2305989	0.47
MTB_anc	2305989	2305990	0.47
MTB_anc	2305990	2305991	0.47
MTB_anc	2305991	2305992	0.48
MTB_anc	2305992	2305993	0.48
MTB_anc	2305993	2305994	0.48
MTB_anc	2305994	2305995	0.49
MTB_anc	2305995	2305996	0.49
MTB_anc	2305996	2305997	0.49
MTB_anc	2305997	2305998	0.5
MTB_anc	2305998	2306149	0.5
MTB_anc	2306149	2306150	0.51
MTB_anc	2306150	2306151	0.52
MTB_anc	2306151	2306152	0.53
MTB_anc	2306152	2306153	0.54
MTB_anc	2306153	2306154	0.55
MTB_anc	2306154	2306155	0.56
MTB_anc	2306155	2306156	0.57
MTB_anc	2306156	2306157	0.58
MTB_anc	2306157	2306158	0.59
MTB_anc	2306158	2306159	0.6
MTB_anc	2306159	2306160	0.61
MTB_anc	2306160	2306161	0.62
MTB_anc	2306161	2306162	0.63
MTB_anc	2306162	2306163	0.64
MTB_anc	2306163	2306164	0.65
MTB_anc	2306164	2306165	0.66
MTB_anc	2306165	2306166	0.67
MTB_anc	2306166	2306167	0.68
MTB_anc	2306167	2306168	0.69
MTB_anc	2306168	2306169	0.7
MTB_anc	2306169	2306170	0.71
MTB_anc	2306170	2306171	0.72
MTB_anc	2306171	2306172	0.73
MTB_anc	2306172	2306173	0.74
MTB_anc	2306173	2306174	0.75
MTB_anc	2306174	2306175	0.76
MTB_anc	2306175	2306176	0.77
MTB_anc	2306176	2306177	0.78
MTB_anc	2306177	2306178	0.79
MTB_anc	2306178	2306179	0.8
MTB_anc	2306179	2306180	0.81
MTB_anc	2306180	2306181	0.82
MTB_anc	2306181	2306182	0.83
MTB_anc	2306182	2306183	0.84
MTB_anc	2306183	2306184	0.85
MTB_anc	2306184	2306185	0.86
MTB_anc	2306185	2306186	0.87
MTB_anc	2306186	2306187	0.88
MTB_anc	2306187	2306188	0.89
MTB_anc	2306188	2306189	0.9
MTB_anc	2306189	2306190	0.91
MTB_anc	2306190	2306191	0.92
MTB_anc	2306191	2306192	0.93
MTB_anc	2306192	2306193	0.94
MTB_anc	2306193	2306194	0.95
MTB_anc	2306194	2306195	0.96
MTB_anc	2306195	2306196	0.97
MTB_anc	2306196	2306197	0.98
MTB_anc	2306197	2306198	0.99
MTB_anc	2306198	2306277	1
MTB_anc	2306277	2306278	0.99
MTB_anc	2306278	2306279	0.98
MTB_anc	2306279	2306280	0.97
MTB_anc	2306280	2306281	0.96
MTB_anc	2306281	2306282	0.95
MTB_anc	2306282	2306283	0.94
MTB_anc	2306283	2306284	0.93
MTB_anc	2306284	2306285	0.92
MTB_anc	2306285	2306286	0.91
MTB_anc	2306286	2306287	0.9
MTB_anc	2306287	2306288	0.89
MTB_anc	2306288	2306289	0.88
MTB_anc	2306289	2306290	0.87
MTB_anc	2306290	2306291	0.86
MTB_anc	2306291	2306292	0.85
MTB_anc	2306292	2306293	0.84
MTB_anc	2306293	2306294	0.83
MTB_anc	2306294	2306295	0.82
MTB_anc	2306295	2306296	0.81
MTB_anc	2306296	2306297	0.8
MTB_anc	2306297	2306298	0.79
MTB_anc	2306298	2306299	0.78
MTB_anc	2306299	2306300	0.77
MTB_anc	2306300	2306301	0.76
MTB_anc	2306301	2306302	0.75
MTB_anc	2306302	2306303	0.74
MTB_anc	2306303	2306304	0.73
MTB_anc	2306304	2306305	0.72
MTB_anc	2306305	2306306	0.71
MTB_anc	2306306	2306307	0.7
MTB_anc	2306307	2306308	0.69
MTB_anc	2306308	2306309	0.68
MTB_anc	2306309	2306310	0.67
MTB_anc	2306310	2306311	0.66
MTB_anc	2306311	2306312	0.65
MTB_anc	2306312	2306313	0.64
MTB_anc	2306313	2306314	0.63
MTB_anc	2306314	2306315	0.62
MTB_anc	2306315	2306316	0.61
MTB_anc	2306316	2306317	0.6
MTB_anc	2306317	2306318	0.59
MTB_anc	2306318	2306319	0.58
MTB_anc	2306319	2306320	0.57
MTB_anc	2306320	2306321	0.56
MTB_anc	2306321	2306322	0.55
MTB_anc	2306322	2306323	0.54
MTB_anc	2306323	2306324	0.53
MTB_anc	2306324	2306325	0.52
MTB_anc	2306325	2306326	0.51
MTB_anc	2306326	2306346	0.5
MTB_anc	2306346	2306347	0.49
MTB_anc	2306347	2306348	0.49
MTB_anc	2306348	2306349	0.48
MTB_anc	2306349	2306350	0.48
MTB_anc	2306350	2306351	0.47
MTB_anc	2306351	2306352	0.47
MTB_anc	2306352	2306353	0.47
MTB_anc	2306353	2306354	0.46
MTB_anc	2306354	2306355	0.46
MTB_anc	2306355	2306356	0.45
MTB_anc	2306356	2306357	0.45
MTB_anc	2306357	2306358	0.44
MTB_anc	2306358	2306359	0.43
MTB_anc	2306359	2306360	0.43
MTB_anc	2306360	2306361	0.42
MTB_anc	2306361	2306362	0.42
MTB_anc	2306362	2306363	0.41
MTB_anc	2306363	2306364	0.41
MTB_anc	2306364	2306365	0.4
MTB_anc	2306365	2306366	0.4
MTB_anc	2306366	2306367	0.4
MTB_anc	2306367	2306368	0.39
MTB_anc	2306368	2306369	0.39
MTB_anc	2306369	2306370	0.39
MTB_anc	2306370	2306371	0.38
MTB_anc	2306371	2306372	0.38
MTB_anc	2306372	2306373	0.38
MTB_anc	2306373	2306374	0.37
MTB_anc	2306374	2306375	0.37
MTB_anc	2306375	2306376	0.37
MTB_anc	2306376	2306377	0.36
MTB_anc	2306377	2306378	0.36
MTB_anc	2306378	2306379	0.36
MTB_anc	2306379	2306380	0.35
MTB_anc	2306380	2306381	0.35
MTB_anc	2306381	2306382	0.35
MTB_anc	2306382	2306383	0.34
MTB_anc	2306383	2306384	0.34
MTB_anc	2306384	2306385	0.34
MTB_anc	2306385	2306386	0.33
MTB_anc	2306386	2306387	0.33
MTB_anc	2306387	2306388	0.33
MTB_anc	2306388	2306389	0.32
MTB_anc	2306389	2306390	0.32
MTB_anc	2306390	2306391	0.32
MTB_anc	2306391	2306392	0.31
MTB_anc	2306392	2306393	0.31
MTB_anc	2306393	2306394	0.31
MTB_anc	2306394	2306395	0.3
MTB_anc	2306395	2306396	0.3
MTB_anc	2306396	2306397	0.3
MTB_anc	2306397	2306398	0.3
MTB_anc	2306398	2306399	0.3
MTB_anc	2306399	2306400	0.31
MTB_anc	2306400	2306401	0.31
MTB_anc	2306401	2306402	0.32
MTB_anc	2306402	2306403	0.32
MTB_anc	2306403	2306404	0.33
MTB_anc	2306404	2306405	0.33
MTB_anc	2306405	2306406	0.34
MTB_anc	2306406	2306407	0.34
MTB_anc	2306407	2306408	0.35
MTB_anc	2306408	2306409	0.35
MTB_anc	2306409	2306410	0.37
MTB_anc	2306410	2306411	0.38
MTB_anc	2306411	2306412	0.4
MTB_anc	2306412	2306413	0.41
MTB_anc	2306413	2306414	0.43
MTB_anc	2306414	2306415	0.44
MTB_anc	2306415	2306416	0.46
MTB_anc	2306416	2306417	0.47
MTB_anc	2306417	2306418	0.49
MTB_anc	2306418	2306419	0.5
MTB_anc	2306419	2306420	0.51
MTB_anc	2306420	2306421	0.53
MTB_anc	2306421	2306422	0.54
MTB_anc	2306422	2306423	0.55
MTB_anc	2306423	2306424	0.57
MTB_anc	2306424	2306425	0.58
MTB_anc	2306425	2306426	0.59
MTB_anc	2306426	2306427	0.61
MTB_anc	2306427	2306428	0.62
MTB_anc	2306428	2306429	0.63
MTB_anc	2306429	2306430	0.65
MTB_anc	2306430	2306431	0.66
MTB_anc	2306431	2306432	0.67
MTB_anc	2306432	2306433	0.69
MTB_anc	2306433	2306434	0.7
MTB_anc	2306434	2306435	0.71
MTB_anc	2306435	2306436	0.73
MTB_anc	2306436	2306437	0.74
MTB_anc	2306437	2306438	0.75
MTB_anc	2306438	2306439	0.77
MTB_anc	2306439	2306440	0.78
MTB_anc	2306440	2306441	0.79
MTB_anc	2306441	2306442	0.81
MTB_anc	2306442	2306443	0.82
MTB_anc	2306443	2306444	0.83
MTB_anc	2306444	2306445	0.85
MTB_anc	2306445	2306446	0.86
MTB_anc	2306446	2306447	0.87
MTB_anc	2306447	2306448	0.89
MTB_anc	2306448	2306449	0.9
MTB_anc	2306449	2306450	0.91
MTB_anc	2306450	2306451	0.92
MTB_anc	2306451	2306452	0.93
MTB_anc	2306452	2306453	0.94
MTB_anc	2306453	2306454	0.95
MTB_anc	2306454	2306455	0.96
MTB_anc	2306455	2306456	0.97
MTB_anc	2306456	2306457	0.98
MTB_anc	2306457	2306458	0.99
MTB_anc	2306458	2306513	1
MTB_anc	2306513	2306514	0.99
MTB_anc	2306514	2306515	0.98
MTB_anc	2306515	2306516	0.97
MTB_anc	2306516	2306517	0.96
MTB_anc	2306517	2306518	0.95
MTB_anc	2306518	2306519	0.94
MTB_anc	2306519	2306520	0.93
MTB_anc	2306520	2306521	0.92
MTB_anc	2306521	2306522	0.91
MTB_anc	2306522	2306523	0.9
MTB_anc	2306523	2306524	0.89
MTB_anc	2306524	2306525	0.88
MTB_anc	2306525	2306526	0.87
MTB_anc	2306526	2306527	0.86
MTB_anc	2306527	2306528	0.85
MTB_anc	2306528	2306529	0.84
MTB_anc	2306529	2306530	0.83
MTB_anc	2306530	2306531	0.82
MTB_anc	2306531	2306532	0.81
MTB_anc	2306532	2306533	0.8
MTB_anc	2306533	2306534	0.79
MTB_anc	2306534	2306535	0.78
MTB_anc	2306535	2306536	0.77
MTB_anc	2306536	2306537	0.76
MTB_anc	2306537	2306538	0.75
MTB_anc	2306538	2306539	0.74
MTB_anc	2306539	2306540	0.73
MTB_anc	2306540	2306541	0.72
MTB_anc	2306541	2306542	0.71
MTB_anc	2306542	2306543	0.7
MTB_anc	2306543	2306544	0.69
MTB_anc	2306544	2306545	0.68
MTB_anc	2306545	2306546	0.67
MTB_anc	2306546	2306547	0.66
MTB_anc	2306547	2306548	0.65
MTB_anc	2306548	2306549	0.64
MTB_anc	2306549	2306550	0.63
MTB_anc	2306550	2306551	0.62
MTB_anc	2306551	2306552	0.61
MTB_anc	2306552	2306553	0.6
MTB_anc	2306553	2306554	0.59
MTB_anc	2306554	2306555	0.58
MTB_anc	2306555	2306556	0.57
MTB_anc	2306556	2306557	0.56
MTB_anc	2306557	2306558	0.55
MTB_anc	2306558	2306559	0.54
MTB_anc	2306559	2306560	0.53
MTB_anc	2306560	2306561	0.52
MTB_anc	2306561	2306562	0.51
MTB_anc	2306562	2306598	0.5
MTB_anc	2306598	2306599	0.51
MTB_anc	2306599	2306600	0.52
MTB_anc	2306600	2306601	0.53
MTB_anc	2306601	2306602	0.54
MTB_anc	2306602	2306603	0.55
MTB_anc	2306603	2306604	0.56
MTB_anc	2306604	2306605	0.57
MTB_anc	2306605	2306606	0.58
MTB_anc	2306606	2306607	0.59
MTB_anc	2306607	2306608	0.6
MTB_anc	2306608	2306609	0.61
MTB_anc	2306609	2306610	0.62
MTB_anc	2306610	2306611	0.63
MTB_anc	2306611	2306612	0.64
MTB_anc	2306612	2306613	0.65
MTB_anc	2306613	2306614	0.66
MTB_anc	2306614	2306615	0.67
MTB_anc	2306615	2306616	0.68
MTB_anc	2306616	2306617	0.69
MTB_anc	2306617	2306618	0.7
MTB_anc	2306618	2306619	0.71
MTB_anc	2306619	2306620	0.72
MTB_anc	2306620	2306621	0.73
MTB_anc	2306621	2306622	0.74
MTB_anc	2306622	2306623	0.75
MTB_anc	2306623	2306624	0.76
MTB_anc	2306624	2306625	0.77
MTB_anc	2306625	2306626	0.78
MTB_anc	2306626	2306627	0.79
MTB_anc	2306627	2306628	0.8
MTB_anc	2306628	2306629	0.81
MTB_anc	2306629	2306630	0.82
MTB_anc	2306630	2306631	0.83
MTB_anc	2306631	2306632	0.84
MTB_anc	2306632	2306633	0.85
MTB_anc	2306633	2306634	0.86
MTB_anc	2306634	2306635	0.87
MTB_anc	2306635	2306636	0.88
MTB_anc	2306636	2306637	0.89
MTB_anc	2306637	2306638	0.9
MTB_anc	2306638	2306639	0.91
MTB_anc	2306639	2306640	0.92
MTB_anc	2306640	2306641	0.93
MTB_anc	2306641	2306642	0.94
MTB_anc	2306642	2306643	0.95
MTB_anc	2306643	2306644	0.96
MTB_anc	2306644	2306645	0.97
MTB_anc	2306645	2306646	0.98
MTB_anc	2306646	2306647	0.99
MTB_anc	2306647	2330144	1
MTB_anc	2330144	2330145	0.99
MTB_anc	2330145	2330148	0.98
MTB_anc	2330148	2330149	0.97
MTB_anc	2330149	2330150	0.96
MTB_anc	2330150	2330151	0.94
MTB_anc	2330151	2330152	0.93
MTB_anc	2330152	2330153	0.92
MTB_anc	2330153	2330154	0.9
MTB_anc	2330154	2330155	0.89
MTB_anc	2330155	2330156	0.88
MTB_anc	2330156	2330157	0.86
MTB_anc	2330157	2330158	0.84
MTB_anc	2330158	2330159	0.83
MTB_anc	2330159	2330160	0.81
MTB_anc	2330160	2330161	0.79
MTB_anc	2330161	2330162	0.78
MTB_anc	2330162	2330163	0.76
MTB_anc	2330163	2330164	0.75
MTB_anc	2330164	2330165	0.74
MTB_anc	2330165	2330194	0.73
MTB_anc	2330194	2330195	0.74
MTB_anc	2330195	2330198	0.75
MTB_anc	2330198	2330199	0.76
MTB_anc	2330199	2330200	0.78
MTB_anc	2330200	2330201	0.79
MTB_anc	2330201	2330202	0.8
MTB_anc	2330202	2330203	0.82
MTB_anc	2330203	2330204	0.83
MTB_anc	2330204	2330205	0.84
MTB_anc	2330205	2330206	0.86
MTB_anc	2330206	2330207	0.87
MTB_anc	2330207	2330208	0.89
MTB_anc	2330208	2330209	0.91
MTB_anc	2330209	2330210	0.92
MTB_anc	2330210	2330211	0.94
MTB_anc	2330211	2330212	0.96
MTB_anc	2330212	2330213	0.97
MTB_anc	2330213	2330214	0.98
MTB_anc	2330214	2330215	0.99
MTB_anc	2330215	2337969	1
MTB_anc	2337969	2337970	0.99
MTB_anc	2337970	2337971	0.98
MTB_anc	2337971	2337972	0.97
MTB_anc	2337972	2337973	0.96
MTB_anc	2337973	2337974	0.95
MTB_anc	2337974	2337975	0.94
MTB_anc	2337975	2337976	0.93
MTB_anc	2337976	2337977	0.92
MTB_anc	2337977	2337978	0.91
MTB_anc	2337978	2337979	0.9
MTB_anc	2337979	2337980	0.89
MTB_anc	2337980	2337981	0.88
MTB_anc	2337981	2337982	0.87
MTB_anc	2337982	2337983	0.86
MTB_anc	2337983	2337984	0.85
MTB_anc	2337984	2337985	0.84
MTB_anc	2337985	2337986	0.83
MTB_anc	2337986	2337987	0.82
MTB_anc	2337987	2337988	0.81
MTB_anc	2337988	2337989	0.8
MTB_anc	2337989	2337990	0.79
MTB_anc	2337990	2337991	0.78
MTB_anc	2337991	2337992	0.77
MTB_anc	2337992	2337993	0.76
MTB_anc	2337993	2337994	0.75
MTB_anc	2337994	2337995	0.74
MTB_anc	2337995	2337996	0.73
MTB_anc	2337996	2337997	0.72
MTB_anc	2337997	2337998	0.71
MTB_anc	2337998	2337999	0.7
MTB_anc	2337999	2338000	0.69
MTB_anc	2338000	2338001	0.68
MTB_anc	2338001	2338002	0.67
MTB_anc	2338002	2338003	0.66
MTB_anc	2338003	2338004	0.65
MTB_anc	2338004	2338005	0.64
MTB_anc	2338005	2338006	0.63
MTB_anc	2338006	2338007	0.62
MTB_anc	2338007	2338008	0.61
MTB_anc	2338008	2338009	0.6
MTB_anc	2338009	2338010	0.59
MTB_anc	2338010	2338011	0.58
MTB_anc	2338011	2338012	0.57
MTB_anc	2338012	2338013	0.56
MTB_anc	2338013	2338014	0.55
MTB_anc	2338014	2338015	0.54
MTB_anc	2338015	2338016	0.53
MTB_anc	2338016	2338017	0.52
MTB_anc	2338017	2338018	0.51
MTB_anc	2338018	2338054	0.5
MTB_anc	2338054	2338055	0.51
MTB_anc	2338055	2338056	0.52
MTB_anc	2338056	2338057	0.53
MTB_anc	2338057	2338058	0.54
MTB_anc	2338058	2338059	0.55
MTB_anc	2338059	2338060	0.56
MTB_anc	2338060	2338061	0.57
MTB_anc	2338061	2338062	0.58
MTB_anc	2338062	2338063	0.59
MTB_anc	2338063	2338064	0.6
MTB_anc	2338064	2338065	0.61
MTB_anc	2338065	2338066	0.62
MTB_anc	2338066	2338067	0.63
MTB_anc	2338067	2338068	0.64
MTB_anc	2338068	2338069	0.65
MTB_anc	2338069	2338070	0.66
MTB_anc	2338070	2338071	0.67
MTB_anc	2338071	2338072	0.68
MTB_anc	2338072	2338073	0.69
MTB_anc	2338073	2338074	0.7
MTB_anc	2338074	2338075	0.71
MTB_anc	2338075	2338076	0.72
MTB_anc	2338076	2338077	0.73
MTB_anc	2338077	2338078	0.74
MTB_anc	2338078	2338079	0.75
MTB_anc	2338079	2338080	0.76
MTB_anc	2338080	2338081	0.77
MTB_anc	2338081	2338082	0.78
MTB_anc	2338082	2338083	0.79
MTB_anc	2338083	2338084	0.8
MTB_anc	2338084	2338085	0.81
MTB_anc	2338085	2338086	0.82
MTB_anc	2338086	2338087	0.83
MTB_anc	2338087	2338088	0.84
MTB_anc	2338088	2338089	0.85
MTB_anc	2338089	2338090	0.86
MTB_anc	2338090	2338091	0.87
MTB_anc	2338091	2338092	0.88
MTB_anc	2338092	2338093	0.89
